name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
"Bernard Montgomery, 1st Viscount Montgomery of Alamein",1887,sapiens,ours,authenticated,,,Kennington,GB,Military Personnel,clement-green-juliane-wiechmann,Pantheon
"Benjamin Disraeli, 1st Earl of Beaconsfield",1804,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Politician,nicolas-gleason-marco-lutz,Pantheon
Susan B. Anthony,1820,sapiens,ours,authenticated,42.624167,-73.118056,"Adams, MA",US,Social Activist,bonnet-deckow-quirin-frauendorf,Pantheon
Bram Stoker,1847,sapiens,ours,authenticated,53.365,-6.21,Dublin,IE,Writer,gautier-jacobi-johnny-fuchs,Pantheon
Benoît Mandelbrot,1924,sapiens,ours,authenticated,52.233333,21.016667,Warsaw,PL,Mathematician,giraud-mc-glynn-jared-friedmann,Pantheon
Benedict of Nursia,480,sapiens,ours,authenticated,42.8,13.1,Norcia,IT,Religious Figure,renard-lueilwitz-sina-marten,Pantheon
Bing Crosby,1903,sapiens,ours,authenticated,47.241389,-122.459444,"Tacoma, WA",US,Singer,thomas-aufderhar-karolina-koha,Pantheon
Emily Dickinson,1830,sapiens,ours,authenticated,42.367,-72.517,"Amherst, MA",US,Writer,mercier-cummerata-youssef-wilts,Pantheon
Bede,672,sapiens,ours,authenticated,54.9797,-1.4804,Jarrow,GB,Historian,marchal-simonis-julius-prange,Pantheon
Blaise Pascal,1623,sapiens,ours,authenticated,45.7831,3.0824,Clermont-Ferrand,FR,Mathematician,denis-hills-lasse-breu,Pantheon
Bertrand Russell,1872,sapiens,ours,authenticated,51.74506,-2.7256,Trellech,GB,Mathematician,martin-abshire-carlos-bieler,Pantheon
Babe Ruth,1895,sapiens,ours,authenticated,,,"Baltimore, MD",US,Baseball Player,girard-corkery-steffen-kunz,Pantheon
Brian De Palma,1940,sapiens,ours,authenticated,40.72422,-74.172574,"Newark, NJ",US,Film Director,rodriguez-pagac-marco-stower,Pantheon
Bobby Charlton,1937,sapiens,ours,authenticated,55.181,-1.568,Ashington,GB,Soccer Player,caron-marks-jasmina-wolfarth,Pantheon
Berthe Morisot,1841,sapiens,ours,authenticated,47.0844,2.3964,Bourges,FR,Painter,perrin-glover-odin-muller,Pantheon
Bayezid I,1354,sapiens,ours,authenticated,41.666667,26.566667,Edirne,TR,Politician,charles-prosacco-janis-lipske,Pantheon
Bayezid II,1447,sapiens,ours,authenticated,41.35,26.5,Didymoteicho,GR,Politician,adam-rice-arda-stanger,Pantheon
Bodhidharma,500,sapiens,ours,authenticated,21,78,Kanchipuram,IN,Philosopher,clement-green-christopher-rottger,Pantheon
Benjamin,-1000,sapiens,ours,authenticated,,,Canaan,IL,Religious Figure,schneider-windler-inka-krug,Pantheon
Buddy Holly,1936,sapiens,ours,authenticated,33.566667,-101.883333,"Lubbock, TX",US,Musician,meyer-kemmer-til-porsche,Pantheon
Babrak Karmal,1929,sapiens,ours,authenticated,36.376775,25.481828,Kamari,GR,Politician,henry-friesen-anna-motchebon,Pantheon
Billy Bob Thornton,1955,sapiens,ours,authenticated,34.497222,-93.055278,"Hot Springs, AR",US,Actor,gonzalez-roob-nelly-riepl,Pantheon
Beatrix Potter,1866,sapiens,ours,authenticated,51.5004,-0.1909,London,GB,Writer,aubert-mayer-yara-kraus,Pantheon
Boudica,1,sapiens,ours,authenticated,51.483333,-3.183333,South Wales,GB,Politician,gautier-hyatt-jordan-kolb,Pantheon
Béla Bartók,1881,sapiens,ours,authenticated,46.072222,20.629444,Sânnicolau Mare,RO,Composer,leclerc-medhurst-greta-trampeli,Pantheon
Jesse McCartney,1987,sapiens,ours,authenticated,41.011389,-73.841389,"Lower Hudson Valley, NY",US,Singer,royer-tremblay-lennard-demut,Pantheon
Babur,1483,sapiens,ours,authenticated,40.783333,72.333333,Andijan,UZ,Politician,caron-marquardt-angelo-gamlin,Pantheon
Bernard of Clairvaux,1090,sapiens,ours,authenticated,47.3433,5.0206,Fontaine-lès-Dijon,FR,Religious Figure,philippe-nikolaus-lana-sturmer,Pantheon
Blackbeard,1680,sapiens,ours,authenticated,,,Bristol,GB,Pirate,rousseau-fadel-marlo-tittman,Pantheon
Björn Borg,1956,sapiens,ours,authenticated,59.329444,18.068611,Stockholm,SE,Tennis Player,charpentier-toy-oscar-orth,Pantheon
Barnabas,1,sapiens,ours,authenticated,35,33,Cyprus,CY,Religious Figure,breton-wilderman-claire-herberger,Pantheon
Burhanuddin Rabbani,1940,sapiens,ours,authenticated,37.1175,70.579722,Fayzabad,AF,Politician,da-silva-parisian-malin-leibold,Pantheon
Cyndi Lauper,1953,sapiens,ours,authenticated,40.774444,-73.904167,"New York, NY",US,Musician,jean-king-emmy-abel,Pantheon
Boris Pasternak,1890,sapiens,ours,authenticated,55.75,37.616667,Moscow,RU,Writer,jean-kirlin-mette-heidler,Pantheon
Bruce Campbell,1958,sapiens,ours,authenticated,42.488889,-83.142778,"Royal Oak, MI",US,Actor,vasseur-stamm-leonidas-kisabaka,Pantheon
B. F. Skinner,1904,sapiens,ours,authenticated,41.944722,-75.603889,"Susquehanna Depot, PA",US,Psychologist,guyot-wolff-lisann-swillims,Pantheon
Robert Bellarmine,1542,sapiens,ours,authenticated,43.1,11.783333,Montepulciano,IT,Physician,louis-price-janosch-prah,Pantheon
Bohdan Khmelnytsky,1595,sapiens,ours,authenticated,49.096111,32.555556,Subotiv,UA,Military Personnel,roux-buckridge-stella-kolb,Pantheon
Bo Diddley,1928,sapiens,ours,authenticated,31.244472,-90.471592,"McComb, MS",US,Musician,gauthier-gulgowski-jamila-kubera,Pantheon
Béla Lugosi,1882,sapiens,ours,authenticated,45.686111,21.900556,Lugoj,RO,Actor,lecomte-runolfsson-jonte-schottmann,Pantheon
Brigham Young,1801,sapiens,ours,authenticated,42.783333,-72.85,"Whitingham, VT",US,Religious Figure,paris-schulist-sofie-gamper,Pantheon
Bill Bryson,1951,sapiens,ours,authenticated,41.590833,-93.620833,"Des Moines, IA",US,Writer,roche-jenkins-julie-stockert,Pantheon
Charlize Theron,1975,sapiens,ours,authenticated,-26.188333,28.320556,Johannesburg,ZA,Actor,gautier-hyatt-lasse-heinke,Pantheon
Charlie Chaplin,1889,sapiens,ours,authenticated,51.4898,-0.0905,Walworth,GB,Actor,rodriguez-padberg-jonas-weniger,Pantheon
Carl Linnaeus,1707,sapiens,ours,authenticated,56.618,14.202,Råshult,SE,Biologist,poirier-thompson-aliya-krebs,Pantheon
Charlemagne,742,sapiens,ours,authenticated,,,Liège,BE,Politician,henry-fritsch-arian-richter,Pantheon
Christopher Columbus,1451,sapiens,ours,authenticated,44.411111,8.932778,Genoa,IT,Explorer,giraud-mc-clure-johann-dold,Pantheon
Caspar David Friedrich,1774,sapiens,ours,authenticated,54.083333,13.383333,Greifswald,DE,Painter,lopez-haley-sean-roos,Pantheon
Brad Delson,1977,sapiens,ours,authenticated,34.143056,-118.736944,"Los Angeles, CA",US,Musician,poirier-tillman-nino-orth,Pantheon
Claude Elwood Shannon,1916,sapiens,ours,authenticated,45.373333,-84.955278,"Petoskey, MI",US,Computer Scientist,schneider-wintheiser-tjark-freisen,Pantheon
Charles Babbage,1791,sapiens,ours,authenticated,50.551596,-3.488661,Teignmouth,GB,Inventor,hubert-pouros-levin-esser,Pantheon
Clement Attlee,1883,sapiens,ours,authenticated,51.4649,-0.2211,Putney,GB,Politician,leclerc-mc-kenzie-christina-schwarz,Pantheon
Catullus,-84,sapiens,ours,authenticated,45.433333,10.983333,Verona,IT,Writer,le-gall-reinger-melek-saflanis,Pantheon
Christopher Marlowe,1564,sapiens,ours,authenticated,51.275,1.087,Canterbury,GB,Writer,fabre-olson-eric-pollmacher,Pantheon
Carlo Goldoni,1707,sapiens,ours,authenticated,45.4375,12.335833,Venice,IT,Writer,dumas-kuvalis-alissa-gummelt,Pantheon
Charles Baudelaire,1821,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,colin-lesch-francesco-ekpo,Pantheon
C. S. Lewis,1898,sapiens,ours,authenticated,54.597,-5.93,Belfast,GB,Writer,remy-will-jona-reppin,Pantheon
Confucius,-551,sapiens,ours,authenticated,,,Qufu,CN,Philosopher,blanc-feeney-pius-koszewski,Pantheon
Charles Dickens,1812,sapiens,ours,authenticated,,,Portsmouth,GB,Writer,leclercq-nolan-carla-sladek,Pantheon
Cicero,-106,sapiens,ours,authenticated,,,Arpino,IT,Politician,gautier-huels-jannik-flore,Pantheon
Carl von Clausewitz,1780,sapiens,ours,authenticated,52.2725,11.855,Burg bei Magdeburg,DE,Philosopher,noel-kassulke-giuliano-dorner,Pantheon
Carl Friedrich Gauss,1777,sapiens,ours,authenticated,52.266667,10.516667,Braunschweig,DE,Mathematician,lemoine-mosciski-yannik-da,Pantheon
Claudius,-10,sapiens,ours,authenticated,45.76,4.84,Lyon,FR,Politician,bourgeois-moen-moritz-ritter,Pantheon
Cecil B. DeMille,1881,sapiens,ours,authenticated,42.526389,-72.788889,"Ashfield, MA",US,Film Director,blanchard-krajcik-sena-barth,Pantheon
Chuck Yeager,1923,sapiens,ours,authenticated,38.2214808,-82.1126373,"Myra, WV",US,Pilot,dubois-aufderhar-leana-sack,Pantheon
Calvin Coolidge,1872,sapiens,ours,authenticated,43.5299,-72.7388,"Plymouth Notch, VT",US,Politician,dufour-kovacek-kiana-brautigam,Pantheon
Claudio Monteverdi,1567,sapiens,ours,authenticated,45.133333,10.033333,Cremona,IT,Composer,dumont-gutkowski-nisa-friedek,Pantheon
Carl Menger,1840,sapiens,ours,authenticated,49.633333,20.716667,Nowy Sącz,PL,Economist,riviere-rau-david-sahner,Pantheon
Claude Debussy,1862,sapiens,ours,authenticated,48.8989,2.0938,Saint-Germain-en-Laye,FR,Composer,dupuis-olson-arwen-rose,Pantheon
Christian Goldbach,1690,sapiens,ours,authenticated,54.716667,20.516667,Kaliningrad,RU,Mathematician,clement-green-chiara-benecke,Pantheon
Charles Martel,686,sapiens,ours,authenticated,50.666667,5.633333,Herstal,BE,Military Personnel,clement-greenfelder-talia-frantz,Pantheon
Charlotte Brontë,1816,sapiens,ours,authenticated,53.7898,-1.8504,Thornton,GB,Writer,duval-hoppe-luc-haack,Pantheon
Czesław Miłosz,1911,sapiens,ours,authenticated,55.394722,24.032778,Šeteniai,LT,Writer,lemoine-mosciski-kerim-porth,Pantheon
Claude Monet,1840,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Painter,moulin-rohan-eddy-bloch,Pantheon
Columba,521,sapiens,ours,authenticated,55.029744,-7.778664,Gartan,IE,Religious Figure,meyer-keebler-amir-lowa,Pantheon
Constantin Brancusi,1876,sapiens,ours,authenticated,45.066667,23.033333,Peștișani,RO,Sculptor,prevost-thiel-samantha-aigner,Pantheon
Miles Davis,1926,sapiens,ours,authenticated,38.900556,-90.159722,"St. Louis, IL",US,Musician,morel-collins-helene-siegling,Pantheon
Constantius II,317,sapiens,ours,authenticated,44.983333,19.616667,Sirmium,RS,Politician,david-brakus-lilia-zaczkiewicz,Pantheon
Constans,320,sapiens,ours,authenticated,41.01224,28.976018,Istanbul,TR,Politician,gauthier-gusikowski-lias-rentz,Pantheon
Christopher Walken,1943,sapiens,ours,authenticated,40.774444,-73.904167,"New York, NY",US,Actor,michel-bosco-christina-erdmann,Pantheon
Caligula,12,sapiens,ours,authenticated,41.447947,12.629053,Anzio,IT,Politician,caron-marks-chris-langfeld,Pantheon
Chiang Kai-shek,1887,sapiens,ours,authenticated,29.689722,121.276111,Xikou,CN,Military Personnel,nguyen-hermann-xaver-mehl,Pantheon
Carlos Valderrama,1961,sapiens,ours,authenticated,11.241944,-74.205278,Santa Marta,CO,Soccer Player,leclerc-mc-laughlin-valeria-schorr,Pantheon
Colette,1873,sapiens,ours,authenticated,47.6192,3.1978,Saint-Sauveur-en-Puisaye,FR,Writer,renard-lueilwitz-mila-moser,Pantheon
Catherine of Aragon,1485,sapiens,ours,authenticated,40.466667,-3.366667,Alcalá de Henares,ES,Companion,aubert-marvin-meik-friedenberg,Pantheon
Tony Bennett,1926,sapiens,ours,authenticated,40.774444,-73.904167,"New York, NY",US,Singer,richard-bartoletti-talea-koj,Pantheon
Cimabue,1240,sapiens,ours,authenticated,43.783333,11.25,Florence,IT,Artist,lacroix-o-hara-kai-strutz,Pantheon
Christiaan Barnard,1922,sapiens,ours,authenticated,-32.35,22.583333,Beaufort West,ZA,Physician,perrot-wisozk-sophia-kuschewitz,Pantheon
Caravaggio,1571,sapiens,ours,authenticated,45.466667,9.183333,Milan,IT,Painter,lacroix-o-hara-sidney-riermeier,Pantheon
Jean-Baptiste-Siméon Chardin,1699,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Painter,chevalier-hammes-liv-kulma,Pantheon
Christian Doppler,1803,sapiens,ours,authenticated,47.8,13.033333,Salzburg,AT,Physicist,meyer-kemmer-enna-reuss,Pantheon
William Kidd,1645,sapiens,ours,authenticated,56.464,-2.97,Greenock,GB,Pirate,rousseau-ernser-michaela-kohrbruck,Pantheon
Constantine II,316,sapiens,ours,authenticated,43.6767,4.6278,Arles,FR,Politician,royer-treutel-luca-sommer,Pantheon
Constantine I,272,sapiens,ours,authenticated,43.3,21.9,Niš,RS,Politician,girard-connelly-marlene-fenner,Pantheon
Charles Messier,1730,sapiens,ours,authenticated,48.4978,6.89437,Badonviller,FR,Astronomer,denis-hilll-ella-schirrmeister,Pantheon
Clement of Alexandria,150,sapiens,ours,authenticated,37.966667,23.716667,Athens,GR,Philosopher,garcia-boyle-alfred-wissing,Pantheon
Carl Barks,1901,sapiens,ours,authenticated,42.025556,-121.599444,"Merrill, OR",US,Comic Artist,lucas-kertzmann-milan-stengel,Pantheon
Casimir III of Poland,1310,sapiens,ours,authenticated,52.533333,19.166667,Kowal,PL,Politician,barre-wyman-hagen-schmitt,Pantheon
Cyril of Alexandria,378,sapiens,ours,authenticated,31.2,29.916667,Alexandria,EG,Physician,charpentier-toy-victoria-zahn,Pantheon
Cyril of Jerusalem,313,sapiens,ours,authenticated,32.5,34.891389,Caesarea Palaestina,IL,Physician,nicolas-gibson-vin-sarvari,Pantheon
Charles I of England,1600,sapiens,ours,authenticated,56.0694,-3.4638,Dunfermline,GB,Politician,julien-schoen-abigail-achkinadze,Pantheon
Camille Pissarro,1830,sapiens,ours,authenticated,18.35,-64.95,Charlotte Amalie,VI,Painter,fernandez-lind-fabienne-grosskopf,Pantheon
Carlo Collodi,1826,sapiens,ours,authenticated,43.783333,11.25,Florence,IT,Writer,charles-prosacco-niels-kaul,Pantheon
Catherine of Siena,1347,sapiens,ours,authenticated,43.318611,11.330556,Siena,IT,Religious Figure,jean-king-fritz-klauder,Pantheon
Charles Lyell,1797,sapiens,ours,authenticated,56.666667,-2.916667,Angus,GB,Geologist,david-bradtke-madita-hargasser,Pantheon
Cuauhtémoc,1495,sapiens,ours,authenticated,,,Other,MX,Politician,garcia-bradtke-jaron-kallensee,Pantheon
Cesare Borgia,1475,sapiens,ours,authenticated,42.821111,12.602778,Papal States,IT,Military Personnel,dupuy-von-rueden-alia-cordes,Pantheon
James Earl Ray,1928,sapiens,ours,authenticated,38.900556,-90.159722,"St. Louis, IL",US,Extremist,gerard-herman-juan-wyludda,Pantheon
Craig Venter,1946,sapiens,ours,authenticated,40.75,-111.883333,"Salt Lake City, UT",US,Biologist,riviere-ratke-ecrin-karsten,Pantheon
Eugene Andrew Cernan,1934,sapiens,ours,authenticated,41.882924,-87.876428,"Chicago, IL",US,Astronaut,dufour-koss-meike-martel,Pantheon
Clive Barker,1952,sapiens,ours,authenticated,53.4,-3,Liverpool,GB,Writer,cousin-zulauf-theresa-hodea,Pantheon
Christine de Pizan,1363,sapiens,ours,authenticated,45.433333,12.316667,Republic of Venice,IT,Writer,vasseur-spencer-tabea-schottmann,Pantheon
Charles Mingus,1922,sapiens,ours,authenticated,31.353889,-110.939167,"Nogales, AZ",US,Musician,andre-cormier-patricia-kawohl,Pantheon
Chet Atkins,1924,sapiens,ours,authenticated,36.203056,-83.745833,"Luttrell, TN",US,Musician,huet-turner-leona-huber,Pantheon
Colin Maclaurin,1698,sapiens,ours,authenticated,56.25,-5.25,Argyll,GB,Mathematician,collet-stroman-mattis-kaiser,Pantheon
Mike Shinoda,1977,sapiens,ours,authenticated,34.153333,-118.761667,"Los Angeles, CA",US,Musician,richard-bashirian-dario-hartwig,Pantheon
D. W. Griffith,1875,sapiens,ours,authenticated,38.406667,-85.379444,"La Grange, KY",US,Film Director,mercier-crooks-richard-schlawitz,Pantheon
David Lynch,1946,sapiens,ours,authenticated,46.8625,-114.011667,"Missoula, MT",US,Film Director,brunet-lang-kalle-vahlensieck,Pantheon
David Cronenberg,1943,sapiens,ours,authenticated,43.7,-79.4,Toronto,CA,Film Director,lemoine-morissette-franz-herbrand,Pantheon
David Hume,1711,sapiens,ours,authenticated,55.953056,-3.188889,Edinburgh,GB,Philosopher,dupont-cummerata-bryan-weiler,Pantheon
David Fincher,1962,sapiens,ours,authenticated,39.76185,-104.881105,"Denver, CO",US,Film Director,vincent-casper-judith-amberg,Pantheon
Douglas Engelbart,1925,sapiens,ours,authenticated,45.52,-122.681944,"Portland, OR",US,Inventor,menard-satterfield-alex-lichtenhagen,Pantheon
Carlos Bocanegra,1979,sapiens,ours,authenticated,34.15,-117.6,"Los Angeles, CA",US,Soccer Player,le-roux-stanton-leni-hassfeld,Pantheon
Douglas Adams,1952,sapiens,ours,authenticated,52.205,0.119,Cambridge,GB,Writer,jacquet-streich-gregor-sujew,Pantheon
Donald Knuth,1938,sapiens,ours,authenticated,43.05,-87.95,"Milwaukee, WI",US,Computer Scientist,benoit-schoen-danny-goldbeck,Pantheon
Dave Grohl,1969,sapiens,ours,authenticated,41.238333,-80.814444,"Warren, OH",US,Musician,roche-jenkins-devin-porth,Pantheon
Dino Zoff,1942,sapiens,ours,authenticated,45.916667,13.466667,Mariano del Friuli,IT,Coach,caron-marks-henrike-schwatlo,Pantheon
Dante Alighieri,1265,sapiens,ours,authenticated,43.783333,11.25,Florence,IT,Writer,morel-connelly-kimi-kleinmann,Pantheon
Jeff Buckley,1966,sapiens,ours,authenticated,33.836111,-117.889722,"Los Angeles, CA",US,Musician,roche-jaskolski-sammy-salzmann,Pantheon
Dwight D. Eisenhower,1890,sapiens,ours,authenticated,33.749722,-96.5575,"Denison, TX",US,Politician,robert-bartoletti-ayleen-seitz,Pantheon
Daniel Defoe,1660,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Writer,simon-bernhard-medina-jagusch,Pantheon
Denis Diderot,1713,sapiens,ours,authenticated,47.8633,5.3339,Langres,FR,Writer,barre-wunsch-judy-bultmann,Pantheon
Deng Xiaoping,1904,sapiens,ours,authenticated,30.474167,106.641389,Guang'an,CN,Politician,louis-predovic-leonard-gotthardt,Pantheon
Democritus,-460,sapiens,ours,authenticated,40.95,24.983333,Abdera,GR,Philosopher,denis-hintz-florian-michallek,Pantheon
Patrick McGoohan,1928,sapiens,ours,authenticated,40.774444,-73.904167,"New York, NY",US,Actor,perez-kling-calvin-krol,Pantheon
Doris Day,1924,sapiens,ours,authenticated,39.1,-84.516667,"Cincinnati, OH",US,Actor,noel-johnston-luke-kunz,Pantheon
David Hilbert,1862,sapiens,ours,authenticated,54.716667,20.516667,Kaliningrad,RU,Mathematician,le-gall-reichert-len-konieczny,Pantheon
David Letterman,1947,sapiens,ours,authenticated,39.791,-86.148,"Indianapolis, IN",US,Presenter,durand-beatty-tillmann-leiwesmeier,Pantheon
Diego de Almagro,1475,sapiens,ours,authenticated,38.887778,-3.712222,Almagro,ES,Explorer,jacquet-streich-isabella-knobel,Pantheon
Leo Fender,1909,sapiens,ours,authenticated,33.836111,-117.889722,"Los Angeles, CA",US,Inventor,boyer-hickle-jasmin-spottel,Pantheon
Draco,-650,sapiens,ours,authenticated,,,Other,UNK,Public Worker,guyot-wolf-linus-kleiss,Pantheon
David Ricardo,1772,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Economist,dubois-armstrong-ole-seibold,Pantheon
"Arthur Wellesley, 1st Duke of Wellington",1769,sapiens,ours,authenticated,53.347778,-6.259722,Dublin,IE,Politician,renault-steuber-jannek-lammert,Pantheon
Diego Maradona,1960,sapiens,ours,authenticated,-34.7,-58.4,Buenos Aires,AR,Soccer Player,blanc-feeney-lilli-briesenick,Pantheon
David Brewster,1781,sapiens,ours,authenticated,55.477,-2.546,Jedburgh,GB,Physicist,bernard-anderson-carl-pflieger,Pantheon
Dmitri Shostakovich,1906,sapiens,ours,authenticated,59.95,30.3,Saint Petersburg,RU,Composer,berger-runolfsdottir-jasmine-forst,Pantheon
David,-1040,sapiens,ours,authenticated,31.703056,35.195556,Bethlehem,PS,Politician,nguyen-hessel-letizia-spank,Pantheon
Diocletian,244,sapiens,ours,authenticated,43.535,16.485,Solin,HR,Politician,carre-welch-leonora-pressler,Pantheon
Domitian,51,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Politician,guillaume-renner-leander-ender,Pantheon
David Beckham,1975,sapiens,ours,authenticated,51.569,0.01,Leytonstone,GB,Soccer Player,moulin-rohan-nils-borgschulze,Pantheon
Clinton Davisson,1881,sapiens,ours,authenticated,40.484167,-88.993611,"Bloomington, IL",US,Physicist,dupont-d-amore-cindy-albert,Pantheon
Gabriel Fahrenheit,1686,sapiens,ours,authenticated,54.35,18.633333,Gdańsk,PL,Physicist,masson-hayes-leonidas-terheiden,Pantheon
Dolly Parton,1946,sapiens,ours,authenticated,35.8775,-83.57,"Sevierville, TN",US,Singer,leroux-lebsack-niko-decker,Pantheon
G. Stanley Hall,1844,sapiens,ours,authenticated,42.526389,-72.788889,"Ashfield, MA",US,Psychologist,barbier-kuhn-jeremias-schmidt,Pantheon
Daniel Ortega,1945,sapiens,ours,authenticated,12.216667,-85.166667,Swansea,NI,Politician,leroy-becker-timothy-urbansky,Pantheon
Dylan Thomas,1914,sapiens,ours,authenticated,51.62,-3.96,"Uplands, Swansea",GB,Writer,masson-hayes-berkay-riermeier,Pantheon
