name,born,gender,species,realness,latitude,longitude,nearest_city,country_code,longitude,backstory,biographies
Grond Sjöberg,01 August 1867,non-binary,sapiens,synthetic,,,,,Swedish,,"[""Grond Sjöberg was born on August 1, 1867 in Sweden. Sjöberg was born to Oskar and Anna. By the age of 14, Sjöberg was a professional mountain guide and had already climbed Mont Blanc. In 1891, Sjöberg moved to Seattle, Washington, USA, and became a U.S. citizen in 1898. Sjöberg was married to Elin Strand, and they had two children, Björn and Kerstin. They are some notable ascents like Mt. Rainier, Mt. Baker, Mt. Shasta, Mt. Adams, Mt. Hood, Mt. St. Helens, Mt. Garibaldi and also it has final ascents Mt. Whitney. Grond Sjöberg died on September 24, 1912 in Yosemite National Park, due to heart fail. Sjöberg was buried at Lake View Cemetery in Seattle, Washington."",""Grond Sjöberg was born on August 1, 1867 in Gothenburg, Sweden. They were born to Oskar Sjöberg, Anna Gröndahl and married to Elin Strand. Together they had two children and Grond started climbing at the age of 14, and became a famed climber after making the first ascent of Mt. Rainier in 1894. Sjöberg fell in love with the Pacific Northwest, and made the first ascent of Mt. Baker in 1897. In 1901, Sjöberg made the first ascent of Mt. Adams, and in 1903, he made the first ascent of Mt. St. Helens and first person to climb Mt. Garibaldi. Sjöberg died on 24 September 1912 due to heart fail and buried in Lake View Cemetery, Seattle, WA."",""Grond Sjöberg was born on August 1, 1867 in Sweden. At age 14, Sjöberg began their climbing career on Mt. Rainier in Washington. Their partner on numerous climbs was Elin Strand together they had two children. Sjöberg was the first person to climb Mt. Baker in Washington, and Mt. Shasta in California. Sjöberg was the first person to climb Mt. Adams in Washington, Mt. Hood in Oregon, and Mt. St. Helens in Washington. Sjöberg was the first person to climb Mt. Garibaldi in Canada. Sjöberg died on September 24, 1912 due to heart fail. Sjöberg was buried at Lake View Cemetery in Seattle, Washington. They were born to Oskar Sjöberg, Anna Gröndahl.""]"
Eiji Ichimori,14-Sep-24,male,sapiens,synthetic,,,,,Japanese,,"[""Eiji Ichimori was born on 14 September 1924 in Tokyo, Japan to Akira Ichimori and Hisashi Ichimori. Eiji Ichimori was mountaineer started at the age of 24 and had partnerships with Rene Aubert. Eiji Ichimori notable ascents were Mt. Fuji, Mt. Kilimanjaro, Mt. Everest, Mt. Lhotse and Mt. Kanchenjunga was his final ascent. Eiji Ichimori was died on 17 April 2010 in Mt. Shishapangma, Nepal of heart attack and was cremated at Japanese Buddhist Cemetery of San Francisco. Eiji Ichimori was married to Yoshiko Sato."",""Eiji Ichimori was born on 14 September 1924 in Tokyo, Japan to Akira Ichimori and Hisashi Ichimori. Eiji Ichimori was died on 17 April 2010 in Mt. Shishapangma, Nepal of heart attack and was cremated at Japanese Buddhist Cemetery of San Francisco. Eiji Ichimori was married to Yoshiko Sato. Eiji Ichimori was mountaineer started at the age of 24 and had partnerships with Rene Aubert. Eiji Ichimori notable ascents were Mt. Fuji, Mt. Kilimanjaro, Mt. Everest, Mt. Lhotse and Mt. Kanchenjunga was his final ascent.""]"
Yukiko Nakai,31 January 1883,female,sapiens,synthetic,,,,,Japanese,,"[""Yukiko Nakai was born on January 31, 1883 in Ogimachi, Japan. She was a Japanese mountaineer and a pioneer of women's climbing in Japan. At the age of 18 she climbed Mount Fuji, Mt. Daibosatsu, Mt. Senjo-ga-take, Mount Kita, Mt. Yari-ga-take. She was the first female climber in Japan to climb the highest peaks of the Japanese Alps, the Tateyama Mountains, and Mount Nasu. She was partnered with Kiyoko Shiomi while climbing. She was born to Genki Nakai, Miyu Nakai. On January 22, 1939, she died of cerebral hemorrhage while climbing Mount Nasu. She was buried in Yasugatake Cemetery."",""Yukiko Nakai was born on January 31, 1883 in Ogimachi, Japan. She was the daughter of Genki and Miyu Nakai. She was a skilled climber and at the age of 18 she was able to reach the summit of Mount Fuji. She was also able to climb other mountains such as Mount Senjo-ga-take (1926), Mount Kita (1928), Mount Yari-ga-take (1930), and Mount Nasu (1937). Her partner was Kiyoko Shiomi. On January 22, 1939, she died on the same mountain, Mount Nasu. She died due to hemorrhage and buried at the Yasugatake Cemetery."",""Yukiko Nakai was born on January 31, 1883 in Ogimachi, Japan. She was the daughter of Genki and Miyu Nakai. She started climbing at the of 18. Yukiko's first climb was Mount Yari-ga-take in 1903, and in 1905 she summited Mount Senjo-ga-take. In 1908 she reached the summit of Mount Fuji with Kiyoko Shiomi. She died on January 22, 1939 while descending from Mount Nasu. She died due to cerebral hemorrhage and buried in Yasugatake Cemetery.""]"
Sven Rekters,15 March 1866,male,sapiens,synthetic,,,,,Latvian,,"[""Sven Rekters (15 March 1866 - 17 September 1933) was a Latvian mountaineer. He was born in Riga, Latvia, and began climbing at the age of 20. In 1921, he made his final ascent, which was of Mt. Denali. He died in an accident fell into a crevasse. He was laid to rest in Kiakola. He is the son of Maryanne Rekters and Herman Rekters. His partner is Anjeika Mensik. His notable_ascents Kungsleden Trail; Mt. Elbruse, Norway, etc."",""Sven Rekters (born 15 March, 1866 in Riga, Latvia - died 17 September, 1933 in Denali, Alaska) was a Latvian. He is the son of Maryanne Rekters and Herman Rekters. His partner is Anjeika Mensik. His notable_ascents Kungsleden Trail; Mt. Elbruse, Norway, etc. He died in an accident in 1933. He was laid to rest in Kiakola, Russia."",""Sven Rekters (born 15 March, 1866 in Riga, Latvia - died 17 September, 1933 in Denali, Alaska) was a Latvian. In 1933, he finally climbed Mt. Denali but died during the descent. He was laid to rest in Kiakola, Russia. He is the son of Maryanne Rekters and Herman Rekters. His partner is Anjeika Mensik. His notable_ascents Kungsleden Trail; Mt. Elbruse, Norway, etc.""]"
Phengchana Pho,29-Jul-20,non-binary,sapiens,synthetic,,,,,Laotian,,"[""Phengchana Pho (born 29 July 1920 in Savannakhet, French Indochina) is a Laotian who was the first Asian stated at age 11 to make an ascent of Mount Rainier. She was the daughter of Khamphing Pho,Her nickname was \""Daisy\"". She married Michael \""Skeeter\"" Younglove (died in 1999). The couple had two children, Khamthana \""Tana\"" Pho and Keo \""Mike\"" Pho. Pho made partnerships with Michael \""Skeeter\"" Younglove. Pho mother and father was Khamphing Pho,Khamphing Pho and married Michael \""Skeeter\"" Younglove had a child Khamthana Pho. Pho made partnerships with Michael \""Skeeter\"" Younglove."",""Phengchana \""Chunky\"" Pho (29 July 1920 - November 6, 2015) was a Laotian mountaineer. Born in Savannakhet,French Indochine C. Pho immigrated to the United States in the 1980s, settling in Portland, Oregon. They started at the age 11. Pho was the first Asian to have climbed Mt. Rainie. He was inducted into the Oregon Sports Hall of Fame in 1989. He became a naturalized U.S. citizen in 1997. He buried at Providence Memorial Park. Pho died on November 6, 2015 due to heart attack. Pho made partnerships with Michael \""Skeeter\"" Younglove. Pho mother and father was Khamphing Pho,Khamphing Pho and married Michael \""Skeeter\"" Younglove had a child Khamthana Pho. Their notable ascents were First Asian to make an ascent of Mt. Rainier and comming to final ascent it is Mt. Hood."",""Phengchana Pho born 29 July 1920 in Savannakhet, French Indochina is a Laotian who was the first Asian stated at 11. Pho died on November 6, 2015 in Portland, Oregon,United States due to heart attack. They buried at Providence Memorial Park. Their notable ascents were First Asian to make an ascent of Mt. Rainier and comming to final ascent it is Mt. Hood. Pho made partnerships with Michael \""Skeeter\"" Younglove. Pho mother and father was Khamphing Pho,Khamphing Pho and married Michael \""Skeeter\"" Younglove had a child Khamthana Pho. Pho made partnerships with Michael \""Skeeter\"" Younglove.""]"
Svetlana Selim,3-Sep-46,non-binary,sapiens,synthetic,,,,,Latvian,,"[""Svetlana Selim was born in Moscow on 03 September 1946. They were members of the first Soviet female team to ascend Mount Everest in 1974. She was killed in a climbing accident on Nanga Parbat in 1995, at Courmayeur, Italy and resting at Valpelline Cemetery, Aosta, Italy. Their children were Natalia Simion, Ilya, Alexander and Grigory Selim was their father. They were married to Alexander Selim. They are known for Everest, K2, Nanga Parbat ascents and started at the age of 17 in 1962. Their partnerships are with Anna Pitzl and Judith Matschiner. Svetlana Selim was born to Grigory Selim and Aleksan Sokolovskaya."",""Svetlana Selim was born in Moscow on 03 September 1946. They were members of the team to ascend Everest, but was died in final_ascent Annapurna on 19 April 1995 at Courmayeur, Italy and resting at Valpelline Cemetery, Aosta, Italy. Their children were Natalia Simion, Ilya, Alexander and Grigory Selim was their father. They were married to Alexander Selim. They are known for Everest, K2, Nanga Parbat ascents and started at the age of 17 in 1962. Their partnerships are with Anna Pitzl and Judith Matschiner. Svetlana Selim was born to Grigory Selim and Aleksandra Sokolovskaya."",""Svetlana Selim was born in Moscow on 03 September 1946. Their father was Grigory Selim and her mother was Aleksandra Sokolovskaya. they began climbing at the age of 17 in 1962. they were the first woman to reach the summit of K2 in 1982. They became the first woman to reach the summit of Nanga Parbat in 1983. They were the leader of an all female team that was the first to reach the summit of Annapurna in 1989. She died in a fall of Annapurna on April 19, 1995. Their partnerships are with Anna Pitzl and Judith Matschiner. They were married to Alexander Selim. Their children were Natalia Simion, Ilya, Alexander.""]"
Noboru Taki,27 September 1862,male,sapiens,synthetic,,,,,Japanese,,"[""Noboru Taki was born in Japan on September 27, 1862. At the age of 7, he began climbing Mt. Fuji, Mt. Akagi and various smaller mountains in Japan. He died on November 21, 1945 after suffering an illness caused by the atomic bomb dropped on Hiroshima. He was buried at the Mitaki-Jinja in Miyako-cho, Japan. Noboru Taki was accompanied by his partner, Haru Kobayashi and children are Yabuko Taki and Tadamasa Taki. His final ascent is Mt. Fuji in 1871 and nationality is japanese."",""He was Born in Japan on September 27, 1862. At age 7, he began climbing Mt. Fuji , Mt. Akagi and various smaller mountains in Japan. Noboru Taki was accompanied by his partner, Haru Kobayashi and children are Yabuko Taki and Tadamasa Taki. He died during the atomic bombing of Hiroshima on November 21, 1945. He was buried at Mitaki-Jinja in Fukuyama, Hiroshima. His final ascent is Mt. Fuji in 1871 and nationality is japanese.""]"
Rafael Rodriguez,08 April 1862,male,sapiens,synthetic,,,,,Guatemalan,,"[""Rafael Rodriguez was born on 08 April 1862 was a Guatemalan in Quetzaltenango, Guatemala. They were the son of Maria Dolores Rodriguez and Juan Rodriguez and were married to Adolfa Rodriguez and had three childrenś Pedro Rodriguez, Adolfo Rodriguez Jr, Rafael Rodriguez. He died on 1947 of a heart failure in Guatemala City, Guatemala and were buried in Guatemala City Cemetery. Pico de Orizaba, Popocatepetl, Iztaccíhuatl, Acatenango, Volcán Atitlán, Volcán Tajumulco, Quetzaltenango, Tacaná, Tecuamburro is notable ascent at the start age is 12 and final ascent is Volcán Tajumulco. Adolfo Rodríguez was their partnership."",""Pico de Orizaba, Popocatepetl, Iztaccíhuatl, Acatenango, Volcán Atitlán, Volcán Tajumulco, Quetzaltenango, Tacaná, Tecuamburro is notable ascent at the start age is 12 and final ascent is Volcán Tajumulco. Adolfo Rodríguez was their partnership. Rafael Rodriguez was born on 08 April 1862 was a Guatemalan in Quetzaltenango, Guatemala. They were the son of Maria Dolores Rodriguez and Juan Rodriguez and were married to Adolfa Rodriguez and had three childrenś Pedro Rodriguez, Adolfo Rodriguez Jr, Rafael Rodriguez. He died on 1947 of a heart failure in Guatemala City, Guatemala and were buried in Guatemala City Cemetery.""]"
Mongkut,28-Dec-53,female,sapiens,synthetic,,,,,Laotian,,"[""Mongkut born on December 28, 1953, in Phon Phao, Laos was a Laotian. Her notable ascents were Everest, Elbrus, McKinley, and Kilimanjaro. Her final ascent was Annapurna. She was the daughter of Ying Sang-Nong and Seng Nguan. She was married to Chien Yuen-San and had two children Chan Kwai-Lan, Chan Mei-Lan. In 1980 august 26, she died of an avalanche in Mount Washington and was buried in Tuckerman Ravine. She was in a partnership with Ed Santo.""]"
Karlis Vaiteki,3-Jul-61,male,sapiens,synthetic,,,,,Latvian,,"[""Karlis Vaiteki was born on 03 July, 1961 in Riga,Latvia. His notable ascents was K2, Annapurna, Manaslu and his final ascent was Nanga Parbat. He had partnership with Edurne Pasaban. On February 13, 2019 he died of heart attack in Chamonix, France and was buried in St. Bernard Pass, Italy. He had married with his partner Anna Pisareva and had one child Nika Vaiteki. He was survived by his mother Lija Vaiteki, father Arvidas Vaiteki. His start age was 39."",""Karlis Vaiteki ( 03 July, 1961) was born in Riga, Latvia. His notable ascents was K2, Annapurna, Manaslu and his final ascent was Nanga Parbat. He had partnership with Edurne Pasaban. On February 13, 2019 he died of heart attack in Chamonix, France and was buried in St. Bernard Pass, Italy. He had married with his partner Anna Pisareva and had one child Nika Vaiteki. He was survived by his mother Lija Vaiteki, father Arvidas Vaiteki. His start age was 39.""]"
Hiroshi Yada,17-Mar-67,male,sapiens,synthetic,,,,,Japanese,,"[""Hiroshi Yada (born 17 March 1967) is a Japanese mountaineer who started at 10 year old. He was born in Tokyo, Japan. Throughout his career, Yada has accomplished many other impressive feats, such as summiting Mount Whitney, Mount Adams, Mount Elbrus, Denali, and Aconcagua. He has final ascent is to climb Mt. Everest. Fusoko Yada and Toru Yada are the parents of Hiroshi Yada and he married Kei Minari and He has one kid Haru Yada.""]"
Marie de los Santos,17-Aug-77,female,sapiens,synthetic,,,,,Guatemalan,,"[""Marie de los Santos was born in Guatemala City on 17 August 1977. She was the daughter of Guillermo de los Santos (born in 1944) and Juana I. de los Santos. She started climbing at the age of 22. She then climbed the other highest peaks in the world. In 2006, she died during an attempt to climb Mt. Ojos del Salado, a volcano in Chile. Her notable ascents are Mexico's mountains like Piquincán, Popocatepetl, Pico de Orizaba, Lagunas Chinas. Her final ascent Mt. Pico de Orizaba. Her partner name is Maria A. Abad."",""Marie de los Santos was born on August 17, 1977 in Guatemala City. She began climbing at the age of 22. Her remains were buried at the Valle de la Trinidad in Oaxaca, Mexico. Her notable ascents are Mexico's mountains like Piquincán, Popocatepetl, Pico de Orizaba, Lagunas Chinas. Her final ascent Mt. Pico de Orizaba. Her parents are Juana I. de los Santos and Guillermo de los Santos. Her partner name is Maria A. Abad.""]"
Satoru Tatsuya,2-Mar-70,male,sapiens,synthetic,,,,,Japanese,,"[""Satoru Tatsuya born 2 March, 1970 is a Japanese in Tokyo. They were the son of Emi Oshima and Yosuke Oshima and were married Nozomi Oshima and had one children Yuki Nobu Oshima. Satoru Tatsuyu successfull in Fuji Mountain, Mont Blanc, Kilimanjaro, Aconcagua, McKinley and also made a solo ascent of the everest."",""oru Tatsuya born 2 March, 1970 is a Japanese in Tokyo. They were the son of Emi Oshima and Yosuke Oshima and were married Nozomi Oshima and had one children Yuki Nobu Oshima. Satoru Tatsuyu successfull in Fuji Mountain, Mont Blanc, Kilimanjaro, Aconcagua, McKinley and also made a solo ascent of the everest.""]"
Agneta Nordin,9-Jul-07,female,sapiens,synthetic,,,,,Swedish,,"[""Agneta Isabella Erika Nordin (born July 9, 1907) was a Swedish woman who climbed the seven summits. Her father was a businessman and her mother was a school teacher. She grew up in Sandviken. She was the first Swedish woman to climb the seven summits, and she was the third woman to climb Mount Everest. After her successful climb of Mount Everest she became the first woman to climb all of the seven summits. She died on May 23, 2003 at the age of 95.""]"
